Name,Category,Type,State,Amount,Timing / Deadline,Status,Industries,Founder tags,Description,Source URL,Scraped,Notion page URL
Slingshot,Programs,Accelerator,National,"$30,000 - $50,000 seed (corporate programs)",Bespoke corporate cohorts (12 weeks),Unspecified,Tech,,Corporate accelerator operator running programs for major Australian corporates connecting startups with enterprise customers.,https://www.slingshotters.com/,2026-07-09,https://app.notion.com/p/Slingshot-3985de222667813bbe80cb20642ae547
Smart50 Awards,Funding,Competition,National,"15,000",2026 entries open now; close ~Sep 2026; awards Nov 2026,Scheduled / Dated,Tech,,SmartCompany's annual awards for Australia's fastest-growing SMEs. Categories include innovation and emerging entrepreneur.,https://smart50awards.com.au/,2026-07-09,https://app.notion.com/p/Smart50-Awards-3985de2226678139883fc07ef8d4b655
SMEC AI (National AI Adopt Centre),Advice,Government,VIC,,,Unspecified,AI; Tech,,"Commonwealth-backed SME AI adoption program providing assessments, roadmaps, and implementation support for small businesses adopting AI.",https://www.smecai.au/,2026-07-09,https://app.notion.com/p/SMEC-AI-National-AI-Adopt-Centre-3985de22266781dc9bc7f2485f5fa17b
Social Ventures Australia,Funding,Investor,National,$500k+,,Unspecified,Tech,,"Impact investor and advisor. Social impact bonds, impact-first funds, and advisory for ventures addressing disadvantage.",https://www.socialventures.com.au/,2026-07-09,https://app.notion.com/p/Social-Ventures-Australia-3985de22266781b8a6fec4fb23f70932
Soldier On,Connections,Community,National,,,Unspecified,,Veterans,Veteran support organisation with employment programs and pathways for veteran entrepreneurs.,https://www.soldieron.org.au/,2026-07-09,https://app.notion.com/p/Soldier-On-3985de2226678113b8fce33080eb5750
South Australian Venture Capital Fund,Funding,Investor,SA,$400k - $2.5m,,Unspecified,Tech,,SA Government-backed fund investing $400k–$2.5m in South Australian startups at seed through Series A. Managed by Artesian.,https://www.savcf.com.au/,2026-07-09,https://app.notion.com/p/South-Australian-Venture-Capital-Fund-3985de222667813f9971e5daeadfe5fd
Southern Cross Venture Partners,Funding,Investor,National,$2m - $5m,,Unspecified,DeepTech; CleanTech; SaaS,,Cross-border VC investing $2m–$5m in Australian deep tech companies expanding to Asia and the US. Clean energy and enterprise software focus.,https://scvp.com.au/,2026-07-09,https://app.notion.com/p/Southern-Cross-Venture-Partners-3985de22266781f0a3f7f124146bfc50
SOUTHSTART,Connections,Community,SA,,17-19 Mar 2026,Scheduled / Dated,,,"Australia's boldest startup festival in Adelaide. Three days of talks, connection sessions, and ecosystem gatherings.",https://www.southstart.co/,2026-07-09,https://app.notion.com/p/SOUTHSTART-3985de22266781bfb04fe2dcfb81362f
Sova,Advice,Tool,National,,,Unspecified,,,"This directory. Curated database of 470+ Australian founder programs, funding sources, and startup resources, updated regularly.",https://getsova.com.au/,2026-07-09,https://app.notion.com/p/Sova-3985de22266781de953fc44bafa5dbfa
Spacecubed,Connections,Community,WA,,,Unspecified,,,"Perth's startup hub network operating coworking spaces and programs including PLUS EIGHT accelerator. 1,000+ member community.",https://www.spacecubed.com/,2026-07-09,https://app.notion.com/p/Spacecubed-3985de222667816e8c20c4d8673eb054
Spark Festival,Connections,Community,NSW,,Oct-Nov 2026 (dates TBA),Scheduled / Dated,,,"Australia's largest event for startups, innovators, and entrepreneurs. Hundreds of events across NSW celebrating startup ecosystem.",https://www.sparkfestival.com.au/,2026-07-09,https://app.notion.com/p/Spark-Festival-3985de2226678191ab7eee4402795dc5
SparkLabs Cultiv8,Programs,Accelerator,NSW,"100,000",Annual intake,Scheduled / Dated,AgTech,,"AgTech and FoodTech accelerator based in Orange, NSW. 3-month program focused on agricultural innovation.",https://www.sparklabscultiv8.com/,2026-07-09,https://app.notion.com/p/SparkLabs-Cultiv8-3985de22266781598e01f4ecdac204d4
Sprint Ventures,Funding,Investor,National,,,Unspecified,HealthTech; CleanTech,,"Brisbane-based VC investing from Pre-Seed to Series A in B2B SaaS across HealthTech and Aged Care, AI and Automation, and Infrastructure and ClimateTech. Looks for founders with an MVP, sales traction, and early retention. Patient capital model. QLD-founded but invests nationally. Cheque size not publicly disclosed.",https://www.sprintventures.com.au/,2026-07-09,https://app.notion.com/p/Sprint-Ventures-3985de222667815da00ef8dbe1a89f93
Sprintlaw,Advice,Expert,National,,,Unspecified,,,"Online law firm for startups and small businesses. Fixed-fee legal packages, contracts, and business structuring delivered digitally.",https://sprintlaw.com.au/,2026-07-09,https://app.notion.com/p/Sprintlaw-3985de222667815896bdc029a6fc0c90
SproutX (Artesian),Programs,Accelerator,National,,,Unspecified,AgTech,Regional,Agrifood tech accelerator and fund managed by Artesian. Backs agtech startups with capital and industry connections.,https://www.sproutx.com.au/,2026-07-09,https://app.notion.com/p/SproutX-Artesian-3985de2226678181b77bcccdc67739d1
Spruson & Ferguson,Advice,Expert,National,,,Unspecified,,,"Leading IP firm across Asia-Pacific. Patents, trademarks, and IP strategy for startups through to multinationals.",https://www.spruson.com/,2026-07-09,https://app.notion.com/p/Spruson-Ferguson-3985de22266781b9876fea0574410431
Square Peg Capital,Funding,Investor,National,$2m - $10m (Seed to Series A),Always open,Open / Rolling,Tech,,"Australia's largest VC fund with $3B+ AUM. Invests from Series A across Australia, Southeast Asia, and Israel. Portfolio includes Canva, Airwallex, Rokt.",https://www.squarepeg.vc/,2026-07-09,https://app.notion.com/p/Square-Peg-Capital-3985de2226678195861ee00848857244
Standard Ledger,Advice,Expert,National,,,Unspecified,,,"Startup accountants and CFO services. R&D tax, ESOP setup, and financial modelling for early-stage companies.",https://www.standardledger.co/,2026-07-09,https://app.notion.com/p/Standard-Ledger-3985de22266781ba8364c09b3fb1c1c1
Starfish Ventures,Funding,Investor,National,$1m - $5m,,Unspecified,LifeSciences,,Melbourne VC investing $1m–$5m in life sciences and technology ventures. One of Australia's longest-running VC firms.,https://www.starfish.vc/,2026-07-09,https://app.notion.com/p/Starfish-Ventures-3985de22266781149507fcde0420b256
StartCon,Connections,Community,NSW,,Inactive since 2019,Inactive,,,INACTIVE. Formerly Australia's largest startup conference. No events since 2019 after Freelancer acquisition wound down.,https://startcon.com/,2026-07-09,https://app.notion.com/p/StartCon-3985de222667813d9e70f1e8361970ab
StartCon - Pitch for $1 Million,Funding,Competition,National,1 million,Inactive since 2019,Inactive,Tech,,INACTIVE. Former pitch competition awarding $1M investment at StartCon conference. No longer running.,https://startcon.com/,2026-07-09,https://app.notion.com/p/StartCon-Pitch-for-1-Million-3985de222667817191c0d1b993d38a40
Startmate Accelerator,Programs,Accelerator,National,"$120,000 AUD (at $1.5m post-money valuation cap)","Summer: Jan–Apr, Winter: Jul–Oct; next batch Jan 2027 (apps close Nov 2026)",Scheduled / Dated,Tech; SaaS; AI,,"ANZ's #1 accelerator. $120K for 7.5% equity, two cohorts yearly. 200+ alumni including SafetyCulture and UpGuard. Strong mentor network.",https://startmate.com/accelerator/program,2026-07-09,https://app.notion.com/p/Startmate-Accelerator-3985de222667818996d3e3e04ea3c3ed
Startmate Launch Club,Programs,Accelerator,National,Program fee (scholarships available),Mar-May (closes Feb),Scheduled / Dated,Tech; SaaS,,"Free part-time program for aspiring founders validating ideas. Community, accountability, and pathway to the accelerator.",https://startmate.com/programs/launch-club,2026-07-09,https://app.notion.com/p/Startmate-Launch-Club-3985de222667816ab926d2c3472c9f5e
StartNT Program,Programs,Accelerator,NT,"50,000 via SAFE",Apply anytime,Open / Rolling,Tech,,Darwin Innovation Hub's accelerator investing $50K via SAFE notes in NT startups. Rolling applications.,https://darwininnovationhub.com.au/start-nt-program/,2026-07-09,https://app.notion.com/p/StartNT-Program-3985de22266781cea041eede06df453b
StartSpace,Connections,Community,VIC,,,Unspecified,,,"State Library Victoria's free startup support hub. Coworking, mentoring, and programs for early-stage Melbourne founders.",https://startspacehq.com/,2026-07-09,https://app.notion.com/p/StartSpace-3985de222667812b8288eb81bd9817df
Startup & Angels,Funding,Investor,National,,,Unspecified,Tech,,Networking event series connecting startups and angel investors across Australia and Asia-Pacific.,https://www.startupandangels.com/,2026-07-09,https://app.notion.com/p/Startup-Angels-3985de2226678153bec5f6dcc19f1928
Startup 2 Scaleup Summit (S2S),Connections,Community,NSW,,August,Scheduled / Dated,,,Annual Sydney summit for founders scaling startups. Practical growth content and investor connections.,https://www.s2ssummit.com/,2026-07-09,https://app.notion.com/p/Startup-2-Scaleup-Summit-S2S-3985de2226678112bcb0c909dcfb92fd
Startup Daily,Advice,Expert,National,,,Unspecified,,,"Australia's leading startup news publication covering funding rounds, ecosystem news, and founder stories daily.",https://www.startupdaily.net/,2026-07-09,https://app.notion.com/p/Startup-Daily-3985de222667812ea236ceb415532ccc
Startup Grind,Connections,Community,National,,,Unspecified,,,Global startup community with Australian chapters. Monthly fireside chats with successful founders and investors.,https://www.startupgrind.com/,2026-07-09,https://app.notion.com/p/Startup-Grind-3985de222667813eac44c5a03d8beee9
Startup Legal Guide (Airtree),Advice,Tool,National,,,Unspecified,,,Free open-source legal templates and guides for Australian startups from Airtree's Open Source VC library.,https://airtree.vc/resources/startup-legal-guide,2026-07-09,https://app.notion.com/p/Startup-Legal-Guide-Airtree-3985de22266781baa08adb58d61dca05
Startup Muster,Advice,Tool,National,,,Unspecified,,,"Australia's largest startup ecosystem survey providing annual data on founders, funding, and challenges.",https://www.startupmuster.com/,2026-07-09,https://app.notion.com/p/Startup-Muster-3985de2226678113a1b8e8b818155379
Startup News,Advice,Expert,WA,,,Unspecified,,,"WA's startup ecosystem publication covering Perth startup news, events, and founder profiles.",https://startupnews.com.au/,2026-07-09,https://app.notion.com/p/Startup-News-3985de22266781ffab63ea716c0698e4
Startup Onramp,Programs,Accelerator,National,,Multiple cohorts/year,Scheduled / Dated,Tech,,Founder education program teaching startup fundamentals over 12 weeks. Brisbane-based with national online delivery.,https://startuponramp.com/,2026-07-09,https://app.notion.com/p/Startup-Onramp-3985de22266781ca8b15ec90dc711173
Startup Tasmania,Connections,Community,TAS,,,Unspecified,,,"Tasmania's startup community organisation. Events, founder support, and ecosystem building across Hobart and Launceston.",https://www.startuptasmania.com/,2026-07-09,https://app.notion.com/p/Startup-Tasmania-3985de22266781fbbda8c76539e02425
Startup Victoria,Advice,Government,VIC,,,Unspecified,Tech,,"Victoria's startup community (now part of LaunchVic ecosystem). Events, founder resources, and Melbourne startup network.",https://startupvictoria.com.au/,2026-07-09,https://app.notion.com/p/Startup-Victoria-3985de222667815b9565f1de8dc7c472
Startup World Cup - Australia,Funding,Competition,National,US$1 million,"Melbourne 22 Jul, Sydney 7 Aug, SF Finals 18-20 Nov 2026",Scheduled / Dated,Tech,,Regional qualifiers feeding into the US$1M global pitch final in San Francisco. Australian rounds in Melbourne and Sydney.,https://www.startupandangels.com/startup-world-cup-australia/,2026-07-09,https://app.notion.com/p/Startup-World-Cup-Australia-3985de222667818a9331e2d4f2b69a90
StartupWA,Connections,Community,WA,,,Unspecified,,,WA's peak startup body advocating for the Perth and regional WA startup ecosystem. Events and ecosystem reports.,https://www.startupwa.org/,2026-07-09,https://app.notion.com/p/StartupWA-3985de22266781f78bb6f277b42b3d8d
Steamworks Ventures,Funding,Investor,National,,,Unspecified,,,REBRANDED to Metagrove Ventures. Listed for reference — see Metagrove Ventures entry for current details.,https://www.steamventures.co/,2026-07-09,https://app.notion.com/p/Steamworks-Ventures-3985de22266781ec949bdbe706dbf524
Stoic VC,Funding,Investor,National,$100k - $1m,,Unspecified,DeepTech,,Early-stage VC investing $100k–$1m in Australian deep tech and research-driven startups at pre-seed and seed.,https://stoic.vc/,2026-07-09,https://app.notion.com/p/Stoic-VC-3985de22266781528762db60606a288c
Stone & Chalk,Programs,Accelerator,National,,,Unspecified,FinTech,,"Australia's largest innovation community for emerging tech. Hubs in Sydney, Melbourne, and Adelaide supporting fintech and startups.",https://www.stoneandchalk.com.au/,2026-07-09,https://app.notion.com/p/Stone-Chalk-3985de22266781bd92aec922ad689ddd
Stone & Chalk International Women's Day Scholarship,Funding,Scholarship,National,Workspace + mentoring,Annual (Feb),Scheduled / Dated,Tech,Women,Annual scholarship providing female founders free workspace and mentoring at Stone & Chalk hubs.,https://www.stoneandchalk.com.au/,2026-07-09,https://app.notion.com/p/Stone-Chalk-International-Women-s-Day-Scholarship-3985de22266781e88614d257ebb12063
Strata Vision Fund,Funding,Investor,NSW,,,Unspecified,Tech,,Sydney-based fund with limited public information. Verify mandate before engaging.,https://www.stratavision.fund/,2026-07-09,https://app.notion.com/p/Strata-Vision-Fund-3985de2226678191bc33ed4fce8a310b
Stripe Atlas,Funding,Corporate,National,US$500 one-off incorporation fee,Apply anytime,Open / Rolling,,,"Incorporate a US Delaware company from Australia. Company formation, bank account, and legal templates for global startups.",https://stripe.com/atlas,2026-07-09,https://app.notion.com/p/Stripe-Atlas-3985de22266781c182fcf302c93560de
Student Edge,Connections,Community,National,,,Unspecified,,Youth,Australia's largest student organisation with entrepreneurship resources and youth programs for student founders.,https://www.studentedge.com.au/,2026-07-09,https://app.notion.com/p/Student-Edge-3985de2226678122b27ed0f5476596f8
Sunrise Festival (Blackbird),Connections,Community,NSW,,30 Apr 2026,Scheduled / Dated,,,"Blackbird's annual startup festival in Sydney. Talks from global founders, investors, and operators. Australia's biggest startup event.",https://sunrise.blackbird.vc/,2026-07-09,https://app.notion.com/p/Sunrise-Festival-Blackbird-3985de222667811d80eae5a67f6a543b
Supply Nation,Connections,Community,National,,,Unspecified,,Indigenous,Australia's leading database of verified Indigenous businesses. Certification connects Indigenous suppliers with corporate and government buyers.,https://supplynation.org.au/,2026-07-09,https://app.notion.com/p/Supply-Nation-3985de2226678128a0c2e1033b8a965b
Swanson Reed,Advice,Expert,National,,,Unspecified,,,"R&D Tax Incentive specialist advisors. Claim preparation, compliance, and advisory for companies claiming the RDTI.",https://www.swansonreed.com.au/,2026-07-09,https://app.notion.com/p/Swanson-Reed-3985de2226678134a92fc88dfc0d12d6
Swinburne Elevate Accelerator,Programs,University,VIC,"10,000 (equity-free)",Applications Jun 2-Jul 8 2026,Scheduled / Dated,,,"Swinburne University's equity-free accelerator. $10K grants, 12-week program for student and alumni ventures.",https://www.swinburne.edu.au/engage/industry/elevate/,2026-07-09,https://app.notion.com/p/Swinburne-Elevate-Accelerator-3985de22266781de93a5f340acfd492f
Swinburne Innovation Studio,Programs,University,VIC,,,Unspecified,,,"Swinburne's innovation hub with programs, coworking, and venture support for students and community.",https://www.swinburne.edu.au/engage/industry/innovation-studio/,2026-07-09,https://app.notion.com/p/Swinburne-Innovation-Studio-3985de2226678171ba8cd180da4a58b9
Switch Start Scale,Connections,Community,SA,,,Unspecified,,,SA startup program series supporting founders from idea (Switch) through launch (Start) to growth (Scale).,https://www.switchstartscale.com.au/,2026-07-09,https://app.notion.com/p/Switch-Start-Scale-3985de222667815aaa9edacea54b7f57
SXSW Sydney,Connections,Community,NSW,,Cancelled,Discontinued,,,DISCONTINUED. SXSW Sydney ran 2023-2025. Event cancelled with no 2026 edition planned.,https://sxswsydney.com/,2026-07-09,https://app.notion.com/p/SXSW-Sydney-3985de222667819e9e6cedf5b4734d3d
SXSW Sydney Pitch,Funding,Competition,NSW,,SXSW Sydney 2026 not proceeding; next edition TBC,Inactive,Tech,,DISCONTINUED. Startup pitch competition at SXSW Sydney. Ended with the event's cancellation.,https://sxswsydney.com/pitch,2026-07-09,https://app.notion.com/p/SXSW-Sydney-Pitch-3985de22266781b3928dfe703cc81312
Sydney Angels,Funding,Investor,NSW,"100,000 - 1M",Monthly pitch nights,Scheduled / Dated,Tech,,Australia's first angel group investing $100K-$1M in early-stage startups. Sidecar fund co-invests alongside members.,https://www.sydneyangels.net.au/,2026-07-09,https://app.notion.com/p/Sydney-Angels-3985de22266781ab9735d020eab82792
Sydney Startup Hub,Connections,Community,NSW,,,Unspecified,,,"NSW Government's startup precinct in Sydney CBD. Home to Fishburners, Stone & Chalk, Tank Stream Labs, and startup programs.",https://sydneystartuphub.com/,2026-07-09,https://app.notion.com/p/Sydney-Startup-Hub-3985de22266781d08837fae8fac2de54
Sydney Startups,Connections,Community,National,,,Unspecified,,,"Sydney's startup community network with events, job boards, and founder connections.",https://www.sydneystartups.com/,2026-07-09,https://app.notion.com/p/Sydney-Startups-3985de22266781af97b4d8ad5ae7f30f
TAFE NSW Women in Business Program,Programs,Program,NSW,,Always open,Open / Rolling,,Women,Free online program for NSW women starting or growing a business. Self-paced modules with mentoring support.,https://www.tafensw.edu.au/,2026-07-09,https://app.notion.com/p/TAFE-NSW-Women-in-Business-Program-3985de22266781ba972ad596bbaae769
Tank Stream Labs,Programs,Accelerator,NSW,,,Unspecified,Tech,,"Sydney technology coworking community. Multiple CBD locations hosting scaleups, VCs, and international tech companies.",https://www.tankstreamlabs.com/,2026-07-09,https://app.notion.com/p/Tank-Stream-Labs-3985de222667819bbebbc3084718b34b
Tank Stream Ventures,Funding,Investor,National,,,Unspecified,,,FULLY DEPLOYED. Early-stage fund no longer making new investments. Listed for reference.,https://www.tankstreamventures.com/,2026-07-09,https://app.notion.com/p/Tank-Stream-Ventures-3985de2226678146ba83fd07f3f66f8e
Tarnagulla Ventures,Funding,Investor,National,,,Unspecified,LifeSciences; BioTech,,Melbourne-based VC investing in life sciences and biotech ventures from Australian research institutions.,https://www.tarnagullaventures.com/,2026-07-09,https://app.notion.com/p/Tarnagulla-Ventures-3985de222667813b85f1e42eff672769
Taronga Group,Funding,Investor,National,,Always open,Open / Rolling,PropTech,,Property-focused VC investing in proptech and real estate innovation. Runs RealTechX growth program.,https://tarongagroup.com/,2026-07-09,https://app.notion.com/p/Taronga-Group-3985de222667819e8a7dfad78cdbb369
Tasmania Business Growth Loan Scheme,Funding,Grant,TAS,"100,000 - 5 million",Open until Dec 2026,Open / Rolling,,,Tasmanian Government low-interest loans $100K-$5M for business growth projects creating Tasmanian jobs.,https://www.business.tas.gov.au/,2026-07-09,https://app.notion.com/p/Tasmania-Business-Growth-Loan-Scheme-3985de2226678159bae5cfc25d48f4f3
Tasmania Business Growth Programs,Funding,Grant,TAS,,,Unspecified,,,"Suite of Tasmanian Government programs supporting business growth: advisory, digital capability, and market expansion.",https://www.business.tas.gov.au/,2026-07-09,https://app.notion.com/p/Tasmania-Business-Growth-Programs-3985de22266781a09143ee495400fc16
TEC (The Executive Connection),Advice,Expert,National,,,Unspecified,,,"CEO peer advisory network with 1,200+ Australian members. Monthly peer groups and executive coaching for business leaders.",https://www.tec.com.au/,2026-07-09,https://app.notion.com/p/TEC-The-Executive-Connection-3985de22266781ae93bddc74889f5d2f
Tech Central,Connections,Community,NSW,,,Unspecified,Tech,,"Sydney's innovation precinct from Central to Eveleigh. Home to Atlassian HQ, startups, and university partnerships. NSW Government-backed development.",https://techcentral.sydney/,2026-07-09,https://app.notion.com/p/Tech-Central-3985de222667810184bae3e1280829c1
Tech Council of Australia,Connections,Community,National,,,Unspecified,Tech,,"Peak body for Australia's tech sector. Policy advocacy for startups, scaleups, and tech workforce growth.",https://techcouncil.com.au/,2026-07-09,https://app.notion.com/p/Tech-Council-of-Australia-3985de22266781a991f8ddbb0a173835
Tech Ready Women Academy,Connections,Community,National,,,Unspecified,Tech,Women,"Programs helping women launch tech startups. Founder education, community, and pathways for non-technical female founders.",https://techreadywomen.com.au/,2026-07-09,https://app.notion.com/p/Tech-Ready-Women-Academy-3985de2226678142aadacd18f07a5df9
TechInSA,Programs,Accelerator,SA,,,Unspecified,Tech; DeepTech,,"SA Government tech industry support connecting startups with programs, talent, and investment in South Australia.",https://techinsa.com.au/,2026-07-09,https://app.notion.com/p/TechInSA-3985de22266781aaa8e5c3ae8a2d697c
Techstars Tech Central Sydney,Programs,Accelerator,NSW,"US$120,000 for 6% equity","Program concluded Feb 2026 (3 cohorts, 36 startups backed)",Inactive,,,"Global accelerator's Sydney program backed by NSW Government. US$120K investment, 13-week program, global mentor network.",https://www.techstars.com/,2026-07-09,https://app.notion.com/p/Techstars-Tech-Central-Sydney-3985de222667818ea63ac9aa6a7a8b38
TechSydney,Connections,Community,NSW,,,Unspecified,Tech,,"Sydney tech industry body connecting startups, scaleups, and tech companies to grow Sydney's ecosystem.",https://techsydney.com.au/,2026-07-09,https://app.notion.com/p/TechSydney-3985de2226678166b408dbea74589073
Telstra Ventures,Funding,Corporate,National,US$4m - $15m typical (rebranded Titanium Ventures 2024),Always open,Open / Rolling,Tech,,"Corporate VC backed by Telstra investing in growth-stage software, cybersecurity, and connectivity ventures globally.",https://telstraventures.com/,2026-07-09,https://app.notion.com/p/Telstra-Ventures-3985de22266781a3b39aefefffc140cc
Ten13,Funding,Investor,National,,Always open,Open / Rolling,FinTech; PropTech; Tech,,"Brisbane-based syndicate VC investing alongside 1,000+ sophisticated investors in tech startups. Deal-by-deal model.",https://www.ten13.vc/,2026-07-09,https://app.notion.com/p/Ten13-3985de2226678135b4e4fbc3c44539c8
Tenacious Ventures,Funding,Investor,National,,Always open,Open / Rolling,AgTech,,Australia's first dedicated agrifood tech VC. Invests in climate-resilient agriculture and food system innovation.,https://tenaciousventures.com.au/,2026-07-09,https://app.notion.com/p/Tenacious-Ventures-3985de222667810d9da2e0c2e1746db6
Teoh Capital,Funding,Investor,National,,,Unspecified,SaaS,,Teoh family office (TPG Telecom founders) investing in technology and SaaS companies at growth stages.,https://teohcapital.com/,2026-07-09,https://app.notion.com/p/Teoh-Capital-3985de222667819bbf1dd4a00b1fe053
The Commons,Connections,Community,National,,,Unspecified,,,Purpose-driven coworking spaces in Sydney and Melbourne with startup community programming.,https://www.thecommons.com.au/,2026-07-09,https://app.notion.com/p/The-Commons-3985de22266781ac96e5fc1934f189fe
The Entrepreneur Club,Connections,Community,VIC,,Monthly (last Friday),Scheduled / Dated,,,Melbourne founder community with monthly breakfast meetups. Peer support and speaker sessions for entrepreneurs.,https://www.meetup.com/the-entrepreneur-club-melbourne/,2026-07-09,https://app.notion.com/p/The-Entrepreneur-Club-3985de2226678115ae0be23f7d4e4168
The Ethics Centre,Advice,Expert,National,,,Unspecified,,,Not-for-profit promoting ethical decision-making in business including ethics advisory for startups and leaders.,https://ethics.org.au/,2026-07-09,https://app.notion.com/p/The-Ethics-Centre-3985de22266781699d31da5434aa1cc2
The Growth Drivers,Advice,Expert,National,,,Unspecified,,,Growth advisory and content platform for scaling Australian businesses.,https://tgd.global/,2026-07-09,https://app.notion.com/p/The-Growth-Drivers-3985de2226678157a226cf1cf5ca51bf
The Melt,Programs,Accelerator,NSW,"Up to $300,000 (follow-on to $1m)",Always open (rolling),Open / Rolling,DeepTech,,"Hardware and deep tech accelerator in Sydney. Prototyping facilities, engineering support, and investment for physical product startups.",https://www.themelt.io/,2026-07-09,https://app.notion.com/p/The-Melt-3985de222667817daae1c3d2fb6f0b4a
The Precinct,Connections,Community,QLD,,,Unspecified,Tech,,"Queensland Government's 8,000sqm flagship startup hub in Fortitude Valley, Brisbane. Free coworking for early-stage founders, startup programs, event spaces, mentoring. Home to XR and AI hubs.",https://theprecinct.com.au/,2026-07-09,https://app.notion.com/p/The-Precinct-3985de222667818ca261c198f6b91de5
The Product Bus,Connections,Community,VIC,,,Unspecified,,,Melbourne product management community with events and mentoring for product people and founders.,https://theproductbus.com/,2026-07-09,https://app.notion.com/p/The-Product-Bus-3985de22266781ca9de9ee1e983cd642
The Startup Network,Connections,Community,National,,,Unspecified,,,Australian startup community platform connecting founders through events and online network.,https://thestartupnetwork.com.au/,2026-07-09,https://app.notion.com/p/The-Startup-Network-3985de22266781368e4bfb1d82237ddc
ThincLab,Programs,Accelerator,SA,,,Unspecified,Tech,,"University of Adelaide's incubator with locations in Adelaide and global partner hubs. Programs for students, researchers, and external founders.",https://adelaide.edu.au/partners-and-community/thinclab/,2026-07-09,https://app.notion.com/p/ThincLab-3985de2226678189957ce596193ce5fc
Thorney Investment Group,Funding,Investor,VIC,,Always open,Open / Rolling,Tech,,Melbourne-based investment group (Waislitz family) investing across listed and private markets including technology ventures.,https://www.thorney.com.au/,2026-07-09,https://app.notion.com/p/Thorney-Investment-Group-3985de22266781fc9049d466928dbb7f
Thrive Refugee Enterprise,Advice,Government,National,"Up to 50,000",,Unspecified,,Migrant,Loans up to $50K and business support for refugees and asylum seekers building businesses in Australia.,https://thriverefugee.com/,2026-07-09,https://app.notion.com/p/Thrive-Refugee-Enterprise-3985de22266781bcbebfec611d2b9309
Tidal Ventures,Funding,Investor,National,$500k - $1.5m pre-seed; up to $5m seed,Always open,Open / Rolling,Tech,,Sydney VC investing at seed with $30M+ follow-on capacity. Product-led B2B software focus across ANZ.,https://www.tidalventures.co/,2026-07-09,https://app.notion.com/p/Tidal-Ventures-3985de2226678142a311d60c5bbcf01e
TiE Women Global Pitch Competition,Funding,Competition,National,"USD $50,000",Closes 15 Jun 2026,Scheduled / Dated,,Women,Global pitch competition for women founders. USD $50K grand prize with regional finals feeding global final.,https://tieglobal.org/,2026-07-09,https://app.notion.com/p/TiE-Women-Global-Pitch-Competition-3985de22266781689291d22f5bdbc9bb
Tin Alley Ventures,Funding,Investor,VIC,$500k - $5m,,Unspecified,DeepTech; LifeSciences,,University of Melbourne-anchored VC investing $500k–$5m in deep tech and life sciences spinouts and student ventures.,https://tinalley.com.au/,2026-07-09,https://app.notion.com/p/Tin-Alley-Ventures-3985de22266781778ad2eb732ffd42d7
Tin Men Capital,Funding,Investor,National,$1m - $5m,,Unspecified,SaaS,,Singapore-based B2B tech VC investing US$1m–$5m at Series A in Southeast Asia with selective Australian activity.,https://www.tinmen.vc/,2026-07-09,https://app.notion.com/p/Tin-Men-Capital-3985de22266781bb9f5ff898ebfb75c8
Tonsley Innovation District,Connections,Community,SA,,,Unspecified,DeepTech; CleanTech,,"Adelaide's advanced manufacturing and cleantech precinct. Home to startups, Flinders University, and industry facilities.",https://tonsleyinnovationdistrict.com.au/,2026-07-09,https://app.notion.com/p/Tonsley-Innovation-District-3985de22266781a7924fcc1906d3ccf4
TORUS,Funding,Investor,National,,,Unspecified,AI/ML; DeepTech,,Australian VC investing in AI and deep tech ventures. Limited public information on cheque size.,https://torusfunds.com/,2026-07-09,https://app.notion.com/p/TORUS-3985de2226678139be17fde8b1685ec7
Touch Ventures,Funding,Investor,National,$3m - $10m,,Unspecified,FinTech; Tech,,ASX-listed investment company (backed by Afterpay founders) investing $3m–$10m in high-growth consumer and fintech companies.,https://www.touchventures.com.au/,2026-07-09,https://app.notion.com/p/Touch-Ventures-3985de22266781708df7efcecde8b031
Tractor Ventures,Funding,Investor,National,,Always open,Open / Rolling,Tech,,Revenue-based financing for tech companies. Non-dilutive capital $50K-$3M repaid from revenue. Alternative to VC.,https://www.tractorventures.com/,2026-07-09,https://app.notion.com/p/Tractor-Ventures-3985de22266781afa60ad1f4554492c3
Transition Level Investments,Funding,Investor,National,,Always open,Open / Rolling,Tech,,Private investor backing early-stage Australian technology companies. Patient capital approach.,https://www.transitionlevel.com/,2026-07-09,https://app.notion.com/p/Transition-Level-Investments-3985de22266781578e47dc3f74c4891b
Tribe Global Ventures,Funding,Investor,National,,,Unspecified,SaaS; Tech,,Brisbane-based VC backing early and growth-stage B2B technology companies from Australia and New Zealand seeking to expand into the UK or USA. Invests only where the team can add operational value beyond capital. Provides structured week-long market immersions in London and San Francisco.,https://www.tribeglobal.vc/,2026-07-09,https://app.notion.com/p/Tribe-Global-Ventures-3985de2226678148a88efe8a3f1b7761
Tripple,Funding,Investor,VIC,,,Unspecified,CleanTech,,Melbourne-based impact investment firm backing climate and social impact ventures with patient capital.,https://www.tripple.com.au/,2026-07-09,https://app.notion.com/p/Tripple-3985de2226678139b75fff6f3f2fd87d
Uncommon Collective,Connections,Community,VIC,,,Unspecified,,,Melbourne founder community and events platform connecting entrepreneurs building uncommon companies.,https://www.uncommoncollectiveau.com/,2026-07-09,https://app.notion.com/p/Uncommon-Collective-3985de22266781959a41f71412ad3ea0
