event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"ARCS Annual Conference",,,"June 2027 (expected; 2026 edition was 10-12 Jun at ICC Sydney)","ICC Sydney","Sydney","NSW","ARCS Australia","https://www.arcs.com.au","https://www.arcs.com.au/annual-conference/",,"The premier event for Australia's pharmaceutical and medical technology regulatory and clinical research community, with the TGA presenting regulatory updates each year. CROs, logistics and clinical services vendors exhibit to sponsors and industry professionals across the three-day programme. A targeted room for life sciences service providers entering the Australian clinical trials market.","Regulatory affairs, clinical research, medical affairs and pharmacovigilance professionals across pharma, biotech and medtech","conference_with_expo","annual",true,,,,"MedTech","2026 edition (10-12 Jun, ICC Sydney) has passed; 2027 date not yet published. Exhibition confirmed via 2026 exhibitor listings (Novotech booth 54, Catalent booth 83, Almac, Marken).","https://www.arcs.com.au/annual-conference/","https://app.notion.com/p/4bc29d32c8be46128bb64b9306db2a46"
"AREC (Australasian Real Estate Conference)","2026-05-24","2026-05-25",,"Gold Coast Convention & Exhibition Centre","Gold Coast","QLD","The Real Estate Trainers (TRET)","https://www.arecconference.com.au","https://www.arecconference.com.au",,"Australasia's biggest real estate industry conference, run by The Real Estate Trainers, bringing together agents, principals and proptech suppliers for keynotes and exhibitor showcases.",,"conference_with_expo","annual",false,,,,"Real Estate","Australasia's biggest real estate industry conference - agents, principals and proptech suppliers. 2026 edition has run (24-25 May, GCCEC); AREC27 dates 'coming soon' per official site, with sponsorship/exhibition sales already open. Strong channel for proptech/SaaS vendors targeting agencies.","https://www.arecconference.com.au/","https://app.notion.com/p/abb592511cc740ad9d651a933345290e"
"ASFA Conference (incl. ASFA Super Expo)","2026-11-17","2026-11-19",,"Melbourne Convention and Exhibition Centre","Melbourne","VIC","Association of Superannuation Funds of Australia (ASFA)","https://www.superannuation.asn.au","https://www.superannuation.asn.au/conference/","https://www.superannuation.asn.au/conference/pricing/","The national conference for Australia's superannuation and financial services community, running over three days with the ASFA Super Expo exhibition attached. Service and technology providers exhibit directly to the sector's most senior leaders. Strong buying audience for fintechs selling into super funds, wealth platforms and administrators.","Superannuation fund executives, trustees, administrators and financial services decision-makers","conference_with_expo","annual",true,,,,"FinTech","Exhibition floor confirmed via ASFA's 'Exhibit at Super Expo' prospectus page.","https://www.superannuation.asn.au/event/2026-asfa-conference/","https://app.notion.com/p/05a92b5dc2644d698fff002ae89cf117"
"ATSA Independent Living Expo","2026-10-20",,"Bendigo 20 Oct 2026 (Local Edition); Hobart 4 Mar 2027; Perth 19-20 May 2027; Melbourne 26-27 May 2027 (per official ATSA announcement)",,"Bendigo","VIC","Assistive Technology Suppliers Australia (ATSA)","https://atsa.org.au","https://expo.atsa.org.au",,"Australia's foremost exhibition series for assistive technology, rehabilitation and aged care equipment, running for more than 25 years across multiple cities each year. Suppliers exhibit mobility, pressure care and independent living solutions directly to the allied health professionals who prescribe them. Valuable for assistive-tech entrants, though the audience mixes professional buyers with end users and carers.","Occupational therapists, physiotherapists and allied health professionals who prescribe assistive technology, plus aged care and disability providers","trade_exhibition","multiple_per_year",true,,,,"MedTech","Sydney (13-14 May) and Brisbane 2026 editions have passed. Next: Bendigo Local Edition 20 Oct 2026, then Hobart 4 Mar 2027, Perth 19-20 May 2027 and Melbourne 26-27 May 2027. Mixed B2B/consumer audience - triaged medium.","https://expo.atsa.org.au/future-events/","https://app.notion.com/p/7c338b461f7b4ba6be3238482ce905af"
"Aus Gov Data Summit","2027-03-09","2027-03-11",,"National Convention Centre","Canberra","ACT","Akolade",,"https://govdata.com.au","https://secure.akolade.co/registration/event?eventcode=GOV92EA27","A public-sector summit on data, AI and data governance for Australian government agencies, run by Akolade with a tiered sponsor and exhibitor program.",,"industry_summit","annual",false,,,,"Government, AI","Public sector data, AI and data-governance summit with sponsor/exhibitor program (platinum through exhibitor tiers). Official site currently promotes the 2027 edition.","https://govdata.com.au/","https://app.notion.com/p/71f3872e123b4fb8be864c8f71efa73b"
"AusCERT Cyber Security Conference",,,"May 2027 (expected; 2026 edition ran 19-22 May at The Star Gold Coast; Australia's longest-running cyber security conference, 25+ years)",,"Gold Coast","QLD","AusCERT (The University of Queensland)","https://auscert.org.au","https://conference.auscert.org.au/",,"Australia's longest-running cyber security conference, hosted by AusCERT on the Gold Coast for more than 25 years with tutorials, workshops and a strong sponsor and exhibitor programme. It attracts a loyal practitioner audience, making it a good venue for vendors selling into security operations rather than purely executive buyers.","Information security practitioners, SOC and incident response teams, CISOs and public sector security staff","conference_with_expo","annual",true,,,,"Cybersecurity","2026 theme 'Game On!' (19-22 May, The Star Gold Coast) has passed; 2027 dates not yet announced. Registration via nectarcc.eventsair.com. AUSCERT member organisations receive discounted registration.","https://conference.auscert.org.au/","https://app.notion.com/p/c547ae7554b94f6086db9656a6bdba1f"
"AusFitness Industry Trade Show & Summit","2026-09-11","2026-09-12",,"ICC Sydney","Sydney","NSW",,,"https://ausfitnessexpo.com.au/industry",,"Australia's leading B2B fitness trade event, bringing together gym owners, operators, retailers, suppliers and distributors for a trade show floor and expert-led summit sessions; co-located with the consumer AusFitness Expo.",,"trade_exhibition","annual",false,,7000,,,"Australia's leading B2B fitness trade event - 7,000+ qualified buyers and decision-makers expected (gym owners, operators, retailers, suppliers, distributors); 25+ expert sessions. Co-located with the consumer AusFitness Expo (11-13 Sep, excluded as B2C). Organiser reported as National Media by aggregators - not confirmed on official site, left blank.","https://www.ausleisure.com.au/news/ausfitness-industry-set-for-2026-in-sydney-unlocking-commercial-investment-pool-of-more-than-700-million","https://app.notion.com/p/993f90f9e6484f01bf76747c9ef9329f"
"AusPayNet Summit",,,"December 2026 (expected; 2025 edition was 16 Dec at ICC Sydney)","ICC Sydney","Sydney","NSW","Australian Payments Network (AusPayNet)","https://auspaynet.com.au","https://auspaynet.com.au/summit/",,"The Australian payments industry's flagship annual summit, run by the industry's self-regulatory body AusPayNet each December in Sydney. It draws the payments ecosystem - banks, card schemes, fintechs and regulators - with sponsorship and networking access. Essential positioning ground for payments fintechs entering or scaling in Australia.","Payments executives from banks, schemes, fintechs, regulators and government","industry_summit","annual",true,,,,"FinTech","2026 date not yet published; 2025 edition (16 Dec, ICC Sydney) verified via APRA's event listing.","https://auspaynet.com.au/summit/","https://app.notion.com/p/45edf65469e34ea4941aba92b745f3c7"
"AusRAIL Plus","2026-11-23","2026-11-25",,"Brisbane Convention & Exhibition Centre","Brisbane","QLD","Australasian Railway Association (ARA)",,"https://ausrail.com",,"The Australasian Railway Association's national conference and exhibition - the largest rail industry event in Asia-Pacific, bringing together rail operators, government and suppliers for conference sessions and a large trade exhibition.",,"conference_with_expo","annual",false,,4000,100,"Transport","National conference and exhibition of the Australasian Railway Association - largest rail event in Asia-Pacific. 4,000+ rail professionals, 100+ exhibitors. Run by industry for industry; event delivery partner MCI. 2025 edition was in Melbourne.","https://ausrail.com/destination/","https://app.notion.com/p/aea55e18d0e84ab093727f0ea3cc4d23"
"Australasian Gaming Expo (AGE)","2026-08-11","2026-08-13",,"ICC Sydney","Sydney","NSW","Gaming Technologies Association (GTA)","https://www.gamingta.com","https://austgamingexpo.com/",,"The biggest gaming and hospitality technology trade event in Australia and one of the largest globally - 200+ exhibitors across ~19,000 sqm at ICC Sydney.","Gaming venue operators, clubs, pubs, casinos, hospitality decision-makers and gaming technology suppliers","trade_exhibition","annual",true,,,200,"Hospitality","Trade-only event. Exhibitor and floor-size figures from the organiser's official LinkedIn profile.","https://austgamingexpo.com/","https://app.notion.com/p/d6168728de7a46b09d0571387821e293"
"Australasian Hospitality & Gaming Expo (AHG Expo)","2027-03-17","2027-03-18",,"Brisbane Convention & Exhibition Centre","Brisbane","QLD","Clubs Queensland, ClubsNSW & Club Managers' Association Australia","https://clubsqld.com.au","https://ahgexpo.com/",,"One of the Southern Hemisphere's premier hospitality and gaming trade events, presented by TAB, MAX & SKY - ~200 exhibitors and 4,000+ industry professionals over two days. Free entry for industry.","Club, pub and hospitality venue operators and managers; gaming, leisure and entertainment suppliers","trade_exhibition","annual",true,,4000,200,"Hospitality","2026 edition ran 25-26 March with record 4,200+ visitors. 12th edition in 2027.","https://ahgexpo.com/about-us/","https://app.notion.com/p/19b615c4881f49c78d8d9a26112993c8"
"Australasian Pharmacy Professional Conference & Trade Exhibition (APP)","2027-03-18","2027-03-20",,"Gold Coast Convention and Exhibition Centre","Gold Coast","QLD","The Pharmacy Guild of Australia","https://www.guild.org.au","https://appconference.com",,"The largest pharmacy conference in the southern hemisphere, drawing up to 7,500 attendees to the Gold Coast each March. The large trade exhibition puts suppliers of pharmacy products, technology and services directly in front of pharmacy owners and decision-makers. A high-value floor for health, retail-health and pharma-adjacent vendors entering the Australian pharmacy channel.","Pharmacy proprietors, pharmacists, interns, pharmacy assistants and industry professionals","conference_with_expo","annual",true,,7500,,"MedTech","APP2026 (Mar 2026) has passed; APP2027 confirmed for 18-20 Mar 2027. Attendance figure is the organiser's published claim.","https://appconference.com","https://app.notion.com/p/a40e666a18d24d808fb4820d62d7ac0e"
